Ref_ID,doi_raw,doi_norm,publication_year,grouped_fold,chronological_role,row_random_fold,row_random_DOI_seen_in_train
12848,10.1016/j.jpowsour.2018.10.008,10.1016/j.jpowsour.2018.10.008,2018,3,train_through_2018,5,True
12849,10.1016/j.jpowsour.2018.10.008,10.1016/j.jpowsour.2018.10.008,2018,3,train_through_2018,1,True
12850,10.1021/acsami.7b11938,10.1021/acsami.7b11938,2017,4,train_through_2018,1,True
12851,10.1021/acsami.7b11938,10.1021/acsami.7b11938,2017,4,train_through_2018,5,True
12852,10.1021/acsaem.8b00602,10.1021/acsaem.8b00602,2018,4,train_through_2018,4,True
12853,10.1021/acsaem.8b00602,10.1021/acsaem.8b00602,2018,4,train_through_2018,2,True
12854,10.1021/acsaem.8b00602,10.1021/acsaem.8b00602,2018,4,train_through_2018,1,True
12855,10.1021/acsaem.8b00602,10.1021/acsaem.8b00602,2018,4,train_through_2018,2,True
12856,10.1021/acsaem.8b00602,10.1021/acsaem.8b00602,2018,4,train_through_2018,5,True
12857,10.1021/acsaem.8b00602,10.1021/acsaem.8b00602,2018,4,train_through_2018,2,True
12858,10.1021/acsaem.8b00602,10.1021/acsaem.8b00602,2018,4,train_through_2018,1,True
12859,10.1021/acsaem.8b00602,10.1021/acsaem.8b00602,2018,4,train_through_2018,1,True
12860,10.1021/acsaem.8b00602,10.1021/acsaem.8b00602,2018,4,train_through_2018,5,True
12861,10.1021/acsaem.8b00602,10.1021/acsaem.8b00602,2018,4,train_through_2018,4,True
12863,10.1021/acsaem.8b00602,10.1021/acsaem.8b00602,2018,4,train_through_2018,4,True
12865,10.1002/adfm.201900885,10.1002/adfm.201900885,2019,4,test_2019_onward,1,True
12866,10.1002/adfm.201900885,10.1002/adfm.201900885,2019,4,test_2019_onward,4,True
12867,10.1002/adfm.201900885,10.1002/adfm.201900885,2019,4,test_2019_onward,4,True
12868,10.1039/c6nr01601d,10.1039/c6nr01601d,2016,4,train_through_2018,2,True
12869,10.1039/c6nr01601d,10.1039/c6nr01601d,2016,4,train_through_2018,3,True
12870,10.1039/c6nr01601d,10.1039/c6nr01601d,2016,4,train_through_2018,5,True
12871,10.1039/c6nr01601d,10.1039/c6nr01601d,2016,4,train_through_2018,4,True
12872,10.1039/c6nr01601d,10.1039/c6nr01601d,2016,4,train_through_2018,5,True
12873,10.1039/c6nr01601d,10.1039/c6nr01601d,2016,4,train_through_2018,2,True
12874,10.1039/c6nr01601d,10.1039/c6nr01601d,2016,4,train_through_2018,1,True
12875,10.1039/c6nr01601d,10.1039/c6nr01601d,2016,4,train_through_2018,5,True
12876,10.1039/c6nr01601d,10.1039/c6nr01601d,2016,4,train_through_2018,2,True
12877,10.1039/c6nr01601d,10.1039/c6nr01601d,2016,4,train_through_2018,4,True
12878,10.1038/s41467-019-08455-z,10.1038/s41467-019-08455-z,2019,4,test_2019_onward,5,True
12879,10.1038/s41467-019-08455-z,10.1038/s41467-019-08455-z,2019,4,test_2019_onward,5,True
12880,10.1038/s41467-019-08455-z,10.1038/s41467-019-08455-z,2019,4,test_2019_onward,3,True
12881,10.1038/s41467-019-08455-z,10.1038/s41467-019-08455-z,2019,4,test_2019_onward,4,True
12882,10.1038/s41467-019-08455-z,10.1038/s41467-019-08455-z,2019,4,test_2019_onward,2,True
12883,10.1038/s41467-019-08455-z,10.1038/s41467-019-08455-z,2019,4,test_2019_onward,5,True
12884,10.1038/s41467-019-08455-z,10.1038/s41467-019-08455-z,2019,4,test_2019_onward,4,True
12885,10.1038/s41467-019-08455-z,10.1038/s41467-019-08455-z,2019,4,test_2019_onward,1,True
12886,10.1038/s41467-019-08455-z,10.1038/s41467-019-08455-z,2019,4,test_2019_onward,3,True
12887,10.1038/s41467-019-08455-z,10.1038/s41467-019-08455-z,2019,4,test_2019_onward,2,True
12888,10.1038/s41467-019-08455-z,10.1038/s41467-019-08455-z,2019,4,test_2019_onward,1,True
12889,10.1038/s41467-019-08455-z,10.1038/s41467-019-08455-z,2019,4,test_2019_onward,5,True
12890,10.1038/s41467-019-08455-z,10.1038/s41467-019-08455-z,2019,4,test_2019_onward,1,True
12891,10.1038/s41467-019-08455-z,10.1038/s41467-019-08455-z,2019,4,test_2019_onward,4,True
12896,10.1038/s41467-019-08455-z,10.1038/s41467-019-08455-z,2019,4,test_2019_onward,2,True
12897,10.1038/s41467-019-08455-z,10.1038/s41467-019-08455-z,2019,4,test_2019_onward,1,True
12898,10.1038/s41467-019-08455-z,10.1038/s41467-019-08455-z,2019,4,test_2019_onward,4,True
12899,10.1038/s41467-019-08455-z,10.1038/s41467-019-08455-z,2019,4,test_2019_onward,5,True
12900,10.1038/s41467-019-08455-z,10.1038/s41467-019-08455-z,2019,4,test_2019_onward,1,True
12901,10.1038/s41467-019-08455-z,10.1038/s41467-019-08455-z,2019,4,test_2019_onward,2,True
12902,10.1038/s41467-019-08455-z,10.1038/s41467-019-08455-z,2019,4,test_2019_onward,3,True
12903,10.1038/s41467-019-08455-z,10.1038/s41467-019-08455-z,2019,4,test_2019_onward,3,True
12904,10.1038/s41467-019-08455-z,10.1038/s41467-019-08455-z,2019,4,test_2019_onward,5,True
12905,10.1038/s41467-019-08455-z,10.1038/s41467-019-08455-z,2019,4,test_2019_onward,2,True
12906,10.1038/s41467-019-08455-z,10.1038/s41467-019-08455-z,2019,4,test_2019_onward,4,True
12907,10.1038/s41467-019-08455-z,10.1038/s41467-019-08455-z,2019,4,test_2019_onward,5,True
12908,10.1007/s12274-018-2151-4,10.1007/s12274-018-2151-4,2018,5,train_through_2018,1,True
12909,10.1007/s12274-018-2151-4,10.1007/s12274-018-2151-4,2018,5,train_through_2018,4,True
12910,10.1007/s12274-018-2151-4,10.1007/s12274-018-2151-4,2018,5,train_through_2018,5,True
12911,10.1039/c8ee02469c,10.1039/c8ee02469c,2018,4,train_through_2018,3,False
12912,10.1038/srep15889,10.1038/srep15889,2015,5,train_through_2018,4,True
12913,10.1038/srep15889,10.1038/srep15889,2015,5,train_through_2018,3,True
12914,10.1038/srep15889,10.1038/srep15889,2015,5,train_through_2018,2,True
12915,10.1038/srep15889,10.1038/srep15889,2015,5,train_through_2018,1,True
12917,10.1016/j.apsusc.2018.10.141,10.1016/j.apsusc.2018.10.141,2018,3,train_through_2018,1,True
12918,10.1016/j.apsusc.2018.10.141,10.1016/j.apsusc.2018.10.141,2018,3,train_through_2018,2,True
12919,10.1016/j.apsusc.2018.10.141,10.1016/j.apsusc.2018.10.141,2018,3,train_through_2018,1,True
12920,10.1016/j.apsusc.2018.10.141,10.1016/j.apsusc.2018.10.141,2018,3,train_through_2018,3,True
12921,10.1016/j.apsusc.2018.10.141,10.1016/j.apsusc.2018.10.141,2018,3,train_through_2018,4,True
12922,10.1016/j.apsusc.2018.10.141,10.1016/j.apsusc.2018.10.141,2018,3,train_through_2018,5,True
12923,10.1063/1.4966893,10.1063/1.4966893,2016,2,train_through_2018,2,True
12924,10.1063/1.4966893,10.1063/1.4966893,2016,2,train_through_2018,2,True
12925,10.1063/1.4966893,10.1063/1.4966893,2016,2,train_through_2018,4,True
12926,10.1063/1.4966893,10.1063/1.4966893,2016,2,train_through_2018,4,True
12927,10.1016/j.orgel.2018.07.009,10.1016/j.orgel.2018.07.009,2018,2,train_through_2018,3,False
12928,10.1016/j.orgel.2018.07.009,10.1016/j.orgel.2018.07.009,2018,2,train_through_2018,3,False
12929,10.1016/j.solener.2016.05.032,10.1016/j.solener.2016.05.032,2016,3,train_through_2018,1,False
12930,10.1063/1.4895039,10.1063/1.4895039,2014,1,train_through_2018,4,True
12931,10.1063/1.4895039,10.1063/1.4895039,2014,1,train_through_2018,1,True
12934,10.1063/1.4895039,10.1063/1.4895039,2014,1,train_through_2018,3,True
12935,10.1016/j.solmat.2017.05.072,10.1016/j.solmat.2017.05.072,2017,1,train_through_2018,5,True
12936,10.1016/j.solmat.2017.05.072,10.1016/j.solmat.2017.05.072,2017,1,train_through_2018,4,True
12937,10.1016/j.solmat.2017.05.072,10.1016/j.solmat.2017.05.072,2017,1,train_through_2018,4,True
12939,10.1016/j.nanoen.2019.03.061,10.1016/j.nanoen.2019.03.061,2019,2,test_2019_onward,1,False
12942,10.1039/c6ra25347d,10.1039/c6ra25347d,2016,4,train_through_2018,1,False
12945,10.1063/1.4890245,10.1063/1.4890245,2014,1,train_through_2018,4,False
12947,10.1039/c7ta02317k,10.1039/c7ta02317k,2017,2,train_through_2018,3,True
12948,10.1039/c7ta02317k,10.1039/c7ta02317k,2017,2,train_through_2018,4,True
12949,10.1039/c7ta02317k,10.1039/c7ta02317k,2017,2,train_through_2018,2,True
12950,10.1039/c7ta02317k,10.1039/c7ta02317k,2017,2,train_through_2018,2,True
12952,10.1039/c7ta02317k,10.1039/c7ta02317k,2017,2,train_through_2018,4,True
12954,10.1039/c7ta02317k,10.1039/c7ta02317k,2017,2,train_through_2018,2,True
12955,10.1038/NMAT4150,10.1038/nmat4150,2014,5,train_through_2018,5,False
12956,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,5,True
12957,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,4,True
12958,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,2,True
12959,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,1,True
12960,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,4,True
12961,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,3,True
12962,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,1,True
12963,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,2,True
12964,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,3,True
12965,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,5,True
12966,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,5,True
12967,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,1,True
12968,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,1,True
12969,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,1,True
12970,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,5,True
12971,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,1,True
12972,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,5,True
12973,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,4,True
12974,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,4,True
12975,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,4,True
12976,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,4,True
12977,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,1,True
12978,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,1,True
12979,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,5,True
12980,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,1,True
12981,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,2,True
12982,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,4,True
12983,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,3,True
12984,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,2,True
12985,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,5,True
12986,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,2,True
12987,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,1,True
12988,10.1039/c8ee01136b,10.1039/c8ee01136b,2018,3,train_through_2018,2,True
12997,10.1021/jz5021795,10.1021/jz5021795,2014,2,train_through_2018,4,True
12998,10.1021/jz5021795,10.1021/jz5021795,2014,2,train_through_2018,5,True
12999,10.1021/jz5021795,10.1021/jz5021795,2014,2,train_through_2018,5,True
13000,10.1021/jz5021795,10.1021/jz5021795,2014,2,train_through_2018,3,True
13001,10.1021/jz5021795,10.1021/jz5021795,2014,2,train_through_2018,4,True
13002,10.1021/jz5021795,10.1021/jz5021795,2014,2,train_through_2018,4,True
13005,10.1016/j.jallcom.2016.11.143,10.1016/j.jallcom.2016.11.143,2016,5,train_through_2018,5,True
13006,10.1016/j.jallcom.2016.11.143,10.1016/j.jallcom.2016.11.143,2016,5,train_through_2018,3,True
13007,10.1016/j.jallcom.2016.11.143,10.1016/j.jallcom.2016.11.143,2016,5,train_through_2018,4,True
13008,10.1016/j.jallcom.2016.11.143,10.1016/j.jallcom.2016.11.143,2016,5,train_through_2018,4,True
13009,10.1016/j.jallcom.2016.11.143,10.1016/j.jallcom.2016.11.143,2016,5,train_through_2018,4,True
13010,10.1016/j.jallcom.2016.11.143,10.1016/j.jallcom.2016.11.143,2016,5,train_through_2018,1,True
13011,10.1016/j.nanoen.2015.07.025,10.1016/j.nanoen.2015.07.025,2015,4,train_through_2018,1,True
13012,10.1016/j.nanoen.2015.07.025,10.1016/j.nanoen.2015.07.025,2015,4,train_through_2018,4,True
13013,10.1016/j.nanoen.2015.07.025,10.1016/j.nanoen.2015.07.025,2015,4,train_through_2018,3,True
13014,10.1016/j.nanoen.2015.07.025,10.1016/j.nanoen.2015.07.025,2015,4,train_through_2018,1,True
13015,10.1016/j.nanoen.2015.07.025,10.1016/j.nanoen.2015.07.025,2015,4,train_through_2018,1,True
13016,10.1016/j.nanoen.2015.07.025,10.1016/j.nanoen.2015.07.025,2015,4,train_through_2018,1,True
13017,10.1016/j.nanoen.2015.07.025,10.1016/j.nanoen.2015.07.025,2015,4,train_through_2018,5,True
13020,10.1039/c7ra08680f,10.1039/c7ra08680f,2017,2,train_through_2018,4,True
13021,10.1039/c7ra08680f,10.1039/c7ra08680f,2017,2,train_through_2018,3,True
13022,10.1039/c7ra08680f,10.1039/c7ra08680f,2017,2,train_through_2018,1,True
13023,10.1039/c7ra08680f,10.1039/c7ra08680f,2017,2,train_through_2018,4,True
13024,10.1021/acsami.6b07368,10.1021/acsami.6b07368,2016,2,train_through_2018,3,True
13025,10.1021/acsami.6b07368,10.1021/acsami.6b07368,2016,2,train_through_2018,2,True
13026,10.1002/adom.201801153,10.1002/adom.201801153,2018,5,train_through_2018,5,True
13028,10.1002/adom.201801153,10.1002/adom.201801153,2018,5,train_through_2018,1,True
13030,10.1002/adom.201801153,10.1002/adom.201801153,2018,5,train_through_2018,3,True
13032,10.1002/adom.201801153,10.1002/adom.201801153,2018,5,train_through_2018,1,True
13034,10.1002/adom.201801153,10.1002/adom.201801153,2018,5,train_through_2018,5,True
13036,10.1002/adom.201801153,10.1002/adom.201801153,2018,5,train_through_2018,1,True
13043,10.1002/adma.201600969,10.1002/adma.201600969,2016,2,train_through_2018,5,True
13044,10.1002/adma.201600969,10.1002/adma.201600969,2016,2,train_through_2018,1,True
13045,10.1002/adma.201600969,10.1002/adma.201600969,2016,2,train_through_2018,4,True
13047,10.1002/adma.201600969,10.1002/adma.201600969,2016,2,train_through_2018,3,True
13048,10.1002/adma.201600969,10.1002/adma.201600969,2016,2,train_through_2018,4,True
13049,10.1002/adma.201600969,10.1002/adma.201600969,2016,2,train_through_2018,4,True
13050,10.1002/adma.201600969,10.1002/adma.201600969,2016,2,train_through_2018,4,True
13051,10.1002/adma.201600969,10.1002/adma.201600969,2016,2,train_through_2018,1,True
13052,10.1002/adma.201600969,10.1002/adma.201600969,2016,2,train_through_2018,3,True
13053,10.1021/acsami.7b15031,10.1021/acsami.7b15031,2017,1,train_through_2018,4,True
13054,10.1021/acsami.7b15031,10.1021/acsami.7b15031,2017,1,train_through_2018,3,True
13055,10.1021/acsami.7b15031,10.1021/acsami.7b15031,2017,1,train_through_2018,3,True
13056,10.1021/acsami.7b15031,10.1021/acsami.7b15031,2017,1,train_through_2018,5,True
13057,10.1007/s12274-014-0592-y,10.1007/s12274-014-0592-y,2014,3,train_through_2018,5,True
13058,10.1007/s12274-014-0592-y,10.1007/s12274-014-0592-y,2014,3,train_through_2018,4,True
13059,10.1007/s12274-014-0592-y,10.1007/s12274-014-0592-y,2014,3,train_through_2018,5,True
13060,10.1007/s12274-014-0592-y,10.1007/s12274-014-0592-y,2014,3,train_through_2018,5,True
13061,10.1007/s12274-014-0592-y,10.1007/s12274-014-0592-y,2014,3,train_through_2018,2,True
13062,10.1007/s12274-014-0592-y,10.1007/s12274-014-0592-y,2014,3,train_through_2018,3,True
13063,10.1007/s12274-014-0592-y,10.1007/s12274-014-0592-y,2014,3,train_through_2018,4,True
13064,10.1007/s12274-014-0592-y,10.1007/s12274-014-0592-y,2014,3,train_through_2018,3,True
13065,10.1007/s12274-014-0592-y,10.1007/s12274-014-0592-y,2014,3,train_through_2018,4,True
13066,10.1007/s12274-014-0592-y,10.1007/s12274-014-0592-y,2014,3,train_through_2018,3,True
13067,10.1021/acs.jpcc.9b02621,10.1021/acs.jpcc.9b02621,2019,4,test_2019_onward,1,True
13068,10.1021/acs.jpcc.9b02621,10.1021/acs.jpcc.9b02621,2019,4,test_2019_onward,1,True
13070,10.1021/acs.jpcc.9b02621,10.1021/acs.jpcc.9b02621,2019,4,test_2019_onward,4,True
13071,10.1021/acs.jpcc.9b02621,10.1021/acs.jpcc.9b02621,2019,4,test_2019_onward,3,True
13075,10.1021/acs.jpcc.9b02621,10.1021/acs.jpcc.9b02621,2019,4,test_2019_onward,3,True
13076,10.1021/acs.jpcc.9b02621,10.1021/acs.jpcc.9b02621,2019,4,test_2019_onward,1,True
13081,10.1021/acs.jpcc.9b02621,10.1021/acs.jpcc.9b02621,2019,4,test_2019_onward,2,True
13082,10.1021/acs.jpcc.9b02621,10.1021/acs.jpcc.9b02621,2019,4,test_2019_onward,1,True
13085,10.1021/jz501237m,10.1021/jz501237m,2014,1,train_through_2018,4,True
13086,10.1021/jz501237m,10.1021/jz501237m,2014,1,train_through_2018,3,True
13087,10.1016/j.nanoen.2015.08.016,10.1016/j.nanoen.2015.08.016,2015,4,train_through_2018,2,False
13088,10.1016/j.apsusc.2017.12.140,10.1016/j.apsusc.2017.12.140,2017,4,train_through_2018,2,True
13089,10.1016/j.apsusc.2017.12.140,10.1016/j.apsusc.2017.12.140,2017,4,train_through_2018,4,True
13090,10.1016/j.apsusc.2017.12.140,10.1016/j.apsusc.2017.12.140,2017,4,train_through_2018,2,True
13091,10.1016/j.apsusc.2017.12.140,10.1016/j.apsusc.2017.12.140,2017,4,train_through_2018,1,True
13092,10.1016/j.apsusc.2017.12.140,10.1016/j.apsusc.2017.12.140,2017,4,train_through_2018,3,True
13093,10.1016/j.apsusc.2017.12.140,10.1016/j.apsusc.2017.12.140,2017,4,train_through_2018,1,True
13094,10.1016/j.apsusc.2017.12.140,10.1016/j.apsusc.2017.12.140,2017,4,train_through_2018,3,True
13095,10.1016/j.apsusc.2017.12.140,10.1016/j.apsusc.2017.12.140,2017,4,train_through_2018,5,True
13096,10.1016/j.apsusc.2017.12.140,10.1016/j.apsusc.2017.12.140,2017,4,train_through_2018,3,True
13097,10.1016/j.apsusc.2017.12.140,10.1016/j.apsusc.2017.12.140,2017,4,train_through_2018,3,True
13098,10.1016/j.apsusc.2017.12.140,10.1016/j.apsusc.2017.12.140,2017,4,train_through_2018,5,True
13099,10.1016/j.apsusc.2017.12.140,10.1016/j.apsusc.2017.12.140,2017,4,train_through_2018,4,True
13100,10.1016/j.apsusc.2017.12.140,10.1016/j.apsusc.2017.12.140,2017,4,train_through_2018,4,True
13101,10.1016/j.apsusc.2017.12.140,10.1016/j.apsusc.2017.12.140,2017,4,train_through_2018,2,True
13102,10.1016/j.apsusc.2017.12.140,10.1016/j.apsusc.2017.12.140,2017,4,train_through_2018,2,True
13104,10.1016/j.apsusc.2017.12.140,10.1016/j.apsusc.2017.12.140,2017,4,train_through_2018,5,True
13108,10.1039/c4ta05149a,10.1039/c4ta05149a,2014,1,train_through_2018,3,True
13109,10.1039/c4ta05149a,10.1039/c4ta05149a,2014,1,train_through_2018,4,True
13110,10.1039/c4ta05149a,10.1039/c4ta05149a,2014,1,train_through_2018,2,True
13111,10.1016/j.apsusc.2018.01.236,10.1016/j.apsusc.2018.01.236,2018,4,train_through_2018,2,True
13112,10.1016/j.apsusc.2018.01.236,10.1016/j.apsusc.2018.01.236,2018,4,train_through_2018,1,True
13113,10.1016/j.apsusc.2018.01.236,10.1016/j.apsusc.2018.01.236,2018,4,train_through_2018,4,True
13114,10.1016/j.apsusc.2018.01.236,10.1016/j.apsusc.2018.01.236,2018,4,train_through_2018,2,True
13115,10.1016/j.apsusc.2018.01.236,10.1016/j.apsusc.2018.01.236,2018,4,train_through_2018,3,True
13116,10.1016/j.apsusc.2018.01.236,10.1016/j.apsusc.2018.01.236,2018,4,train_through_2018,4,True
13117,10.1016/j.apsusc.2018.01.236,10.1016/j.apsusc.2018.01.236,2018,4,train_through_2018,1,True
13119,10.1016/j.apsusc.2018.01.236,10.1016/j.apsusc.2018.01.236,2018,4,train_through_2018,5,True
13120,10.1016/j.apsusc.2018.01.236,10.1016/j.apsusc.2018.01.236,2018,4,train_through_2018,1,True
13121,10.1002/chem.201801069,10.1002/chem.201801069,2018,5,train_through_2018,2,True
13122,10.1002/chem.201801069,10.1002/chem.201801069,2018,5,train_through_2018,1,True
13123,10.1002/chem.201801069,10.1002/chem.201801069,2018,5,train_through_2018,5,True
13124,10.1002/chem.201801069,10.1002/chem.201801069,2018,5,train_through_2018,2,True
13126,10.1002/chem.201801069,10.1002/chem.201801069,2018,5,train_through_2018,2,True
13127,10.1002/chem.201801069,10.1002/chem.201801069,2018,5,train_through_2018,4,True
13128,10.1002/chem.201801069,10.1002/chem.201801069,2018,5,train_through_2018,3,True
13129,10.1002/chem.201801069,10.1002/chem.201801069,2018,5,train_through_2018,1,True
13130,10.1002/chem.201801069,10.1002/chem.201801069,2018,5,train_through_2018,1,True
13131,10.1002/chem.201801069,10.1002/chem.201801069,2018,5,train_through_2018,2,True
13133,10.1039/c9cc04364k,10.1039/c9cc04364k,2019,4,test_2019_onward,3,True
13135,10.1039/c9cc04364k,10.1039/c9cc04364k,2019,4,test_2019_onward,3,True
13143,10.1039/c9cc04364k,10.1039/c9cc04364k,2019,4,test_2019_onward,2,True
13144,10.1016/j.synthmet.2018.07.008,10.1016/j.synthmet.2018.07.008,2018,2,train_through_2018,3,True
13145,10.1016/j.synthmet.2018.07.008,10.1016/j.synthmet.2018.07.008,2018,2,train_through_2018,2,True
13146,10.1016/j.synthmet.2018.07.008,10.1016/j.synthmet.2018.07.008,2018,2,train_through_2018,2,True
13147,10.1016/j.nanoen.2016.08.001,10.1016/j.nanoen.2016.08.001,2016,5,train_through_2018,2,True
13148,10.1016/j.nanoen.2016.08.001,10.1016/j.nanoen.2016.08.001,2016,5,train_through_2018,4,True
13149,10.1016/j.nanoen.2016.08.001,10.1016/j.nanoen.2016.08.001,2016,5,train_through_2018,4,True
13150,10.1016/j.nanoen.2016.08.001,10.1016/j.nanoen.2016.08.001,2016,5,train_through_2018,5,True
13151,10.1016/j.nanoen.2016.08.001,10.1016/j.nanoen.2016.08.001,2016,5,train_through_2018,5,True
13152,10.1016/j.nanoen.2016.08.001,10.1016/j.nanoen.2016.08.001,2016,5,train_through_2018,5,True
13153,10.1016/j.nanoen.2016.08.001,10.1016/j.nanoen.2016.08.001,2016,5,train_through_2018,3,True
13154,10.1016/j.nanoen.2016.08.001,10.1016/j.nanoen.2016.08.001,2016,5,train_through_2018,3,True
13155,10.1016/j.nanoen.2016.08.001,10.1016/j.nanoen.2016.08.001,2016,5,train_through_2018,1,True
13156,10.1016/j.nanoen.2016.08.001,10.1016/j.nanoen.2016.08.001,2016,5,train_through_2018,5,True
13157,10.1016/j.nanoen.2016.08.001,10.1016/j.nanoen.2016.08.001,2016,5,train_through_2018,5,True
13158,10.1021/acs.jpcc.9b04502,10.1021/acs.jpcc.9b04502,2019,5,test_2019_onward,2,False
13160,10.1039/c4nr02425g,10.1039/c4nr02425g,2014,5,train_through_2018,2,True
13162,10.1039/c4nr02425g,10.1039/c4nr02425g,2014,5,train_through_2018,3,True
13163,10.1039/c4nr02425g,10.1039/c4nr02425g,2014,5,train_through_2018,3,True
13164,10.1039/c4nr02425g,10.1039/c4nr02425g,2014,5,train_through_2018,4,True
13165,10.1039/c4nr02425g,10.1039/c4nr02425g,2014,5,train_through_2018,4,True
13166,10.1039/c4nr02425g,10.1039/c4nr02425g,2014,5,train_through_2018,2,True
13167,10.1039/c4nr02425g,10.1039/c4nr02425g,2014,5,train_through_2018,2,True
13168,10.1039/c4nr02425g,10.1039/c4nr02425g,2014,5,train_through_2018,3,True
13169,10.1039/c4nr02425g,10.1039/c4nr02425g,2014,5,train_through_2018,1,True
13170,10.1039/c4nr02425g,10.1039/c4nr02425g,2014,5,train_through_2018,5,True
13171,10.1039/c4nr02425g,10.1039/c4nr02425g,2014,5,train_through_2018,5,True
13172,10.1039/c4nr02425g,10.1039/c4nr02425g,2014,5,train_through_2018,1,True
13173,10.1039/c4nr02425g,10.1039/c4nr02425g,2014,5,train_through_2018,1,True
13174,10.1039/c4nr02425g,10.1039/c4nr02425g,2014,5,train_through_2018,5,True
13175,10.1039/c4nr02425g,10.1039/c4nr02425g,2014,5,train_through_2018,2,True
13176,10.1039/c4nr02425g,10.1039/c4nr02425g,2014,5,train_through_2018,1,True
13177,10.1039/c4nr02425g,10.1039/c4nr02425g,2014,5,train_through_2018,4,True
13178,10.1039/c4nr02425g,10.1039/c4nr02425g,2014,5,train_through_2018,5,True
13179,10.1039/c4nr02425g,10.1039/c4nr02425g,2014,5,train_through_2018,2,True
13181,10.1039/c4nr02425g,10.1039/c4nr02425g,2014,5,train_through_2018,5,True
13182,10.1039/c4nr02425g,10.1039/c4nr02425g,2014,5,train_through_2018,1,True
13183,10.1039/c4nr02425g,10.1039/c4nr02425g,2014,5,train_through_2018,1,True
13184,10.1039/c4nr02425g,10.1039/c4nr02425g,2014,5,train_through_2018,1,True
13186,10.1039/c4nr02425g,10.1039/c4nr02425g,2014,5,train_through_2018,5,True
13187,10.1039/c4nr02425g,10.1039/c4nr02425g,2014,5,train_through_2018,2,True
13188,10.1002/solr.201800269,10.1002/solr.201800269,2018,5,train_through_2018,2,True
13190,10.1002/solr.201800269,10.1002/solr.201800269,2018,5,train_through_2018,2,True
13194,10.1002/solr.201800269,10.1002/solr.201800269,2018,5,train_through_2018,3,True
13196,10.1002/solr.201800269,10.1002/solr.201800269,2018,5,train_through_2018,4,True
13198,10.1016/j.solmat.2016.04.055,10.1016/j.solmat.2016.04.055,2016,2,train_through_2018,2,True
13199,10.1016/j.solmat.2016.04.055,10.1016/j.solmat.2016.04.055,2016,2,train_through_2018,4,True
13200,10.1016/j.solmat.2016.04.055,10.1016/j.solmat.2016.04.055,2016,2,train_through_2018,4,True
13201,10.1016/j.solmat.2016.04.055,10.1016/j.solmat.2016.04.055,2016,2,train_through_2018,2,True
13203,10.1016/j.solmat.2016.04.055,10.1016/j.solmat.2016.04.055,2016,2,train_through_2018,2,True
13204,10.1016/j.solmat.2016.04.055,10.1016/j.solmat.2016.04.055,2016,2,train_through_2018,5,True
13205,10.1016/j.solmat.2016.04.055,10.1016/j.solmat.2016.04.055,2016,2,train_through_2018,3,True
13207,10.1002/adfm.201900466,10.1002/adfm.201900466,2019,5,test_2019_onward,2,True
13209,10.1002/adfm.201900466,10.1002/adfm.201900466,2019,5,test_2019_onward,5,True
13216,10.1039/c8tc01345d,10.1039/c8tc01345d,2018,3,train_through_2018,5,True
